NEIS1633,Colour,Label
2337,#C5D8D9,Neisseria Data
944,#C5D8D9,Neisseria Data
3625,#C5D8D9,Neisseria Data
917,#C5D8D9,Neisseria Data
1972,#C5D8D9,Neisseria Data
984,#C5D8D9,Neisseria Data
1587,#C5D8D9,Neisseria Data
2348,#C5D8D9,Neisseria Data
2280,#C5D8D9,Neisseria Data
3859,#C5D8D9,Neisseria Data
3909,#C5D8D9,Neisseria Data
217,#C5D8D9,Neisseria Data
2507,#C5D8D9,Neisseria Data
3526,#C5D8D9,Neisseria Data
2053,#C5D8D9,Neisseria Data
2544,#C5D8D9,Neisseria Data
1074,#C5D8D9,Neisseria Data
2609,#C5D8D9,Neisseria Data
139,#C5D8D9,Neisseria Data
1940,#C5D8D9,Neisseria Data
552,#C5D8D9,Neisseria Data
4360,#C5D8D9,Neisseria Data
2156,#C5D8D9,Neisseria Data
2154,#C5D8D9,Neisseria Data
2759,#C5D8D9,Neisseria Data
960,#C5D8D9,Neisseria Data
2884,#C5D8D9,Neisseria Data
2458,#C5D8D9,Neisseria Data
494,#C5D8D9,Neisseria Data
4498,#C5D8D9,Neisseria Data
3653,#C5D8D9,Neisseria Data
3649,#C5D8D9,Neisseria Data
2336,#C5D8D9,Neisseria Data
1213,#C5D8D9,Neisseria Data
795,#C5D8D9,Neisseria Data
2008,#C5D8D9,Neisseria Data
2006,#C5D8D9,Neisseria Data
901,#C5D8D9,Neisseria Data
462,#C5D8D9,Neisseria Data
2073,#C5D8D9,Neisseria Data
4500,#C5D8D9,Neisseria Data
2486,#C5D8D9,Neisseria Data
55,#C5D8D9,Neisseria Data
5038,#C5D8D9,Neisseria Data
2091,#C5D8D9,Neisseria Data
1374,#C5D8D9,Neisseria Data
4781,#C5D8D9,Neisseria Data
3872,#C5D8D9,Neisseria Data
1854,#C5D8D9,Neisseria Data
4752,#C5D8D9,Neisseria Data
612,#C5D8D9,Neisseria Data
619,#C5D8D9,Neisseria Data
750,#C5D8D9,Neisseria Data
3652,#C5D8D9,Neisseria Data
2941,#C5D8D9,Neisseria Data
4473,#C5D8D9,Neisseria Data
1371,#C5D8D9,Neisseria Data
986,#C5D8D9,Neisseria Data
3651,#C5D8D9,Neisseria Data
2721,#C5D8D9,Neisseria Data
2573,#C5D8D9,Neisseria Data
2724,#C5D8D9,Neisseria Data
2746,#C5D8D9,Neisseria Data
2257,#C5D8D9,Neisseria Data
2160,#C5D8D9,Neisseria Data
3335,#C5D8D9,Neisseria Data
5617,#C5D8D9,Neisseria Data
1075,#C5D8D9,Neisseria Data
3614,#C5D8D9,Neisseria Data
77,#C5D8D9,Neisseria Data
1002,#C5D8D9,Neisseria Data
2918,#C5D8D9,Neisseria Data
3782,#C5D8D9,Neisseria Data
5631,#C5D8D9,Neisseria Data
5861,#C5D8D9,Neisseria Data
3671,#C5D8D9,Neisseria Data
918,#C5D8D9,Neisseria Data
2590,#C5D8D9,Neisseria Data
2086,#C5D8D9,Neisseria Data
3541,#C5D8D9,Neisseria Data
2664,#C5D8D9,Neisseria Data
1179,#C5D8D9,Neisseria Data
761,#C5D8D9,Neisseria Data
4487,#C5D8D9,Neisseria Data
4326,#C5D8D9,Neisseria Data
4186,#C5D8D9,Neisseria Data
4363,#C5D8D9,Neisseria Data
3666,#C5D8D9,Neisseria Data
5936,#C5D8D9,Neisseria Data
3659,#C5D8D9,Neisseria Data
3660,#C5D8D9,Neisseria Data
4427,#C5D8D9,Neisseria Data
2081,#C5D8D9,Neisseria Data
100,#C5D8D9,Neisseria Data
3521,#C5D8D9,Neisseria Data
1933,#C5D8D9,Neisseria Data
3832,#C5D8D9,Neisseria Data
5930,#C5D8D9,Neisseria Data
446,#C5D8D9,Neisseria Data
2878,#C5D8D9,Neisseria Data
51,#C5D8D9,Neisseria Data
4484,#C5D8D9,Neisseria Data
4431,#C5D8D9,Neisseria Data
3790,#C5D8D9,Neisseria Data
2040,#C5D8D9,Neisseria Data
1220,#C5D8D9,Neisseria Data
76,#C5D8D9,Neisseria Data
3655,#C5D8D9,Neisseria Data
49,#C5D8D9,Neisseria Data
122,#C5D8D9,Neisseria Data
75,#C5D8D9,Neisseria Data
4744,#C5D8D9,Neisseria Data
4499,#C5D8D9,Neisseria Data
3153,#C5D8D9,Neisseria Data
1949,#C5D8D9,Neisseria Data
5569,#C5D8D9,Neisseria Data
3657,#C5D8D9,Neisseria Data
123,#C5D8D9,Neisseria Data
3498,#C5D8D9,Neisseria Data
4066,#C5D8D9,Neisseria Data
119,#C5D8D9,Neisseria Data
460,#C5D8D9,Neisseria Data
3809,#C5D8D9,Neisseria Data
3807,#C5D8D9,Neisseria Data
2539,#C5D8D9,Neisseria Data
924,#C5D8D9,Neisseria Data
3668,#C5D8D9,Neisseria Data
525,#C5D8D9,Neisseria Data
1156,#C5D8D9,Neisseria Data
2712,#C5D8D9,Neisseria Data
1635,#C5D8D9,Neisseria Data
118,#C5D8D9,Neisseria Data
491,#C5D8D9,Neisseria Data
3341,#C5D8D9,Neisseria Data
2922,#C5D8D9,Neisseria Data
473,#C5D8D9,Neisseria Data
487,#C5D8D9,Neisseria Data
5574,#C5D8D9,Neisseria Data
4361,#C5D8D9,Neisseria Data
5386,#C5D8D9,Neisseria Data
220,#C5D8D9,Neisseria Data
1442,#C5D8D9,Neisseria Data
3433,#C5D8D9,Neisseria Data
721,#C5D8D9,Neisseria Data
2277,#C5D8D9,Neisseria Data
2208,#C5D8D9,Neisseria Data
2801,#C5D8D9,Neisseria Data
2923,#C5D8D9,Neisseria Data
405,#C5D8D9,Neisseria Data
114,#C5D8D9,Neisseria Data
2264,#C5D8D9,Neisseria Data
111,#C5D8D9,Neisseria Data
1187,#C5D8D9,Neisseria Data
3542,#C5D8D9,Neisseria Data
3645,#C5D8D9,Neisseria Data
3617,#C5D8D9,Neisseria Data
3346,#C5D8D9,Neisseria Data
764,#C5D8D9,Neisseria Data
1150,#C5D8D9,Neisseria Data
3642,#C5D8D9,Neisseria Data
411,#C5D8D9,Neisseria Data
2317,#C5D8D9,Neisseria Data
4459,#C5D8D9,Neisseria Data
403,#C5D8D9,Neisseria Data
4458,#C5D8D9,Neisseria Data
2796,#C5D8D9,Neisseria Data
3882,#C5D8D9,Neisseria Data
198,#C5D8D9,Neisseria Data
3432,#C5D8D9,Neisseria Data
3717,#C5D8D9,Neisseria Data
3678,#C5D8D9,Neisseria Data
3525,#C5D8D9,Neisseria Data
393,#C5D8D9,Neisseria Data
216,#C5D8D9,Neisseria Data
5916,#C5D8D9,Neisseria Data
555,#C5D8D9,Neisseria Data
870,#C5D8D9,Neisseria Data
213,#C5D8D9,Neisseria Data
115,#C5D8D9,Neisseria Data
2217,#C5D8D9,Neisseria Data
112,#C5D8D9,Neisseria Data
2347,#C5D8D9,Neisseria Data
956,#C5D8D9,Neisseria Data
3618,#C5D8D9,Neisseria Data
3643,#C5D8D9,Neisseria Data
1222,#C5D8D9,Neisseria Data
53,#C5D8D9,Neisseria Data
2799,#C5D8D9,Neisseria Data
756,#C5D8D9,Neisseria Data
3716,#C5D8D9,Neisseria Data
588,#C5D8D9,Neisseria Data
3638,#C5D8D9,Neisseria Data
78,#C5D8D9,Neisseria Data
2717,#C5D8D9,Neisseria Data
3257,#C5D8D9,Neisseria Data
2245,#C5D8D9,Neisseria Data
1434,#C5D8D9,Neisseria Data
2171,#C5D8D9,Neisseria Data
3633,#C5D8D9,Neisseria Data
905,#C5D8D9,Neisseria Data
941,#C5D8D9,Neisseria Data
84,#C5D8D9,Neisseria Data
939,#C5D8D9,Neisseria Data
938,#C5D8D9,Neisseria Data
3878,#C5D8D9,Neisseria Data
4518,#C5D8D9,Neisseria Data
45,#C5D8D9,Neisseria Data
1878,#C5D8D9,Neisseria Data
3616,#C5D8D9,Neisseria Data
2274,#C5D8D9,Neisseria Data
3933,#C5D8D9,Neisseria Data
3463,#C5D8D9,Neisseria Data
3637,#C5D8D9,Neisseria Data
2646,#C5D8D9,Neisseria Data
2594,#C5D8D9,Neisseria Data
600,#C5D8D9,Neisseria Data
1468,#C5D8D9,Neisseria Data
3543,#C5D8D9,Neisseria Data
2273,#C5D8D9,Neisseria Data
4740,#C5D8D9,Neisseria Data
3635,#C5D8D9,Neisseria Data
1470,#C5D8D9,Neisseria Data
1619,#C5D8D9,Neisseria Data
1001,#C5D8D9,Neisseria Data
3336,#C5D8D9,Neisseria Data
2271,#C5D8D9,Neisseria Data
201,#C5D8D9,Neisseria Data
3629,#C5D8D9,Neisseria Data
355,#C5D8D9,Neisseria Data
591,#C5D8D9,Neisseria Data
1807,#C5D8D9,Neisseria Data
4079,#C5D8D9,Neisseria Data
1433,#C5D8D9,Neisseria Data
2265,#C5D8D9,Neisseria Data
3858,#C5D8D9,Neisseria Data
899,#C5D8D9,Neisseria Data
295,#C5D8D9,Neisseria Data
2268,#C5D8D9,Neisseria Data
1542,#C5D8D9,Neisseria Data
204,#C5D8D9,Neisseria Data
2363,#C5D8D9,Neisseria Data
1196,#C5D8D9,Neisseria Data
2267,#C5D8D9,Neisseria Data
2275,#C5D8D9,Neisseria Data
3978,#C5D8D9,Neisseria Data
3686,#C5D8D9,Neisseria Data
3804,#C5D8D9,Neisseria Data
401,#C5D8D9,Neisseria Data
221,#C5D8D9,Neisseria Data
595,#C5D8D9,Neisseria Data
2176,#C5D8D9,Neisseria Data
110,#C5D8D9,Neisseria Data
4517,#C5D8D9,Neisseria Data
1159,#C5D8D9,Neisseria Data
582,#C5D8D9,Neisseria Data
3343,#C5D8D9,Neisseria Data
2144,#C5D8D9,Neisseria Data
3672,#C5D8D9,Neisseria Data
2501,#C5D8D9,Neisseria Data
2279,#C5D8D9,Neisseria Data
4725,#C5D8D9,Neisseria Data
1188,#C5D8D9,Neisseria Data
219,#C5D8D9,Neisseria Data
3632,#C5D8D9,Neisseria Data
1874,#C5D8D9,Neisseria Data
2269,#C5D8D9,Neisseria Data
1429,#C5D8D9,Neisseria Data
4272,#C5D8D9,Neisseria Data
3641,#C5D8D9,Neisseria Data
2467,#C5D8D9,Neisseria Data
3280,#C5D8D9,Neisseria Data
1083,#C5D8D9,Neisseria Data
232,#C5D8D9,Neisseria Data
2276,#C5D8D9,Neisseria Data
2655,#C5D8D9,Neisseria Data
308,#C5D8D9,Neisseria Data
613,#C5D8D9,Neisseria Data
4012,#C5D8D9,Neisseria Data
4011,#C5D8D9,Neisseria Data
5287,#C5D8D9,Neisseria Data
1089,#C5D8D9,Neisseria Data
3700,#C5D8D9,Neisseria Data
5163,#C5D8D9,Neisseria Data
5191,#C5D8D9,Neisseria Data
4650,#C5D8D9,Neisseria Data
2023,#C5D8D9,Neisseria Data
3868,#C5D8D9,Neisseria Data
5618,#C5D8D9,Neisseria Data
3620,#C5D8D9,Neisseria Data
3415,#C5D8D9,Neisseria Data
4733,#C5D8D9,Neisseria Data
470,#C5D8D9,Neisseria Data
424,#C5D8D9,Neisseria Data
2898,#C5D8D9,Neisseria Data
3509,#C5D8D9,Neisseria Data
3508,#C5D8D9,Neisseria Data
528,#C5D8D9,Neisseria Data
3579,#C5D8D9,Neisseria Data
14,#C5D8D9,Neisseria Data
4506,#C5D8D9,Neisseria Data
1466,#C5D8D9,Neisseria Data
2602,#C5D8D9,Neisseria Data
4111,#C5D8D9,Neisseria Data
3505,#C5D8D9,Neisseria Data
1541,#C5D8D9,Neisseria Data
605,#C5D8D9,Neisseria Data
872,#C5D8D9,Neisseria Data
419,#C5D8D9,Neisseria Data
334,#C5D8D9,Neisseria Data
63,#C5D8D9,Neisseria Data
5871,#C5D8D9,Neisseria Data
413,#C5D8D9,Neisseria Data
3631,#C5D8D9,Neisseria Data
2098,#C5D8D9,Neisseria Data
1858,#C5D8D9,Neisseria Data
275,#C5D8D9,Neisseria Data
3869,#C5D8D9,Neisseria Data
3563,#C5D8D9,Neisseria Data
2916,#C5D8D9,Neisseria Data
4741,#C5D8D9,Neisseria Data
5862,#C5D8D9,Neisseria Data
4485,#C5D8D9,Neisseria Data
558,#C5D8D9,Neisseria Data
952,#C5D8D9,Neisseria Data
3930,#C5D8D9,Neisseria Data
3831,#C5D8D9,Neisseria Data
4514,#C5D8D9,Neisseria Data
3943,#C5D8D9,Neisseria Data
3536,#C5D8D9,Neisseria Data
4444,#C5D8D9,Neisseria Data
3538,#C5D8D9,Neisseria Data
64,#C5D8D9,Neisseria Data
4507,#C5D8D9,Neisseria Data
1003,#C5D8D9,Neisseria Data
1816,#C5D8D9,Neisseria Data
1977,#C5D8D9,Neisseria Data
4482,#C5D8D9,Neisseria Data
4274,#C5D8D9,Neisseria Data
2162,#C5D8D9,Neisseria Data
601,#C5D8D9,Neisseria Data
2229,#C5D8D9,Neisseria Data
1062,#C5D8D9,Neisseria Data
1041,#C5D8D9,Neisseria Data
520,#C5D8D9,Neisseria Data
4674,#C5D8D9,Neisseria Data
4495,#C5D8D9,Neisseria Data
2174,#C5D8D9,Neisseria Data
3873,#C5D8D9,Neisseria Data
2523,#C5D8D9,Neisseria Data
3609,#C5D8D9,Neisseria Data
4275,#C5D8D9,Neisseria Data
4475,#C5D8D9,Neisseria Data
5693,#C5D8D9,Neisseria Data
1847,#C5D8D9,Neisseria Data
9,#C5D8D9,Neisseria Data
2432,#C5D8D9,Neisseria Data
2926,#C5D8D9,Neisseria Data
2031,#C5D8D9,Neisseria Data
3585,#C5D8D9,Neisseria Data
4344,#C5D8D9,Neisseria Data
3545,#C5D8D9,Neisseria Data
3711,#C5D8D9,Neisseria Data
900,#C5D8D9,Neisseria Data
3600,#C5D8D9,Neisseria Data
1850,#C5D8D9,Neisseria Data
4682,#C5D8D9,Neisseria Data
2196,#C5D8D9,Neisseria Data
3927,#C5D8D9,Neisseria Data
877,#C5D8D9,Neisseria Data
3926,#C5D8D9,Neisseria Data
2155,#C5D8D9,Neisseria Data
5713,#C5D8D9,Neisseria Data
1450,#C5D8D9,Neisseria Data
1869,#C5D8D9,Neisseria Data
869,#C5D8D9,Neisseria Data
3877,#C5D8D9,Neisseria Data
3937,#C5D8D9,Neisseria Data
420,#C5D8D9,Neisseria Data
293,#C5D8D9,Neisseria Data
425,#C5D8D9,Neisseria Data
2228,#C5D8D9,Neisseria Data
1092,#C5D8D9,Neisseria Data
1064,#C5D8D9,Neisseria Data
578,#C5D8D9,Neisseria Data
1383,#C5D8D9,Neisseria Data
215,#C5D8D9,Neisseria Data
4742,#C5D8D9,Neisseria Data
4290,#C5D8D9,Neisseria Data
2911,#C5D8D9,Neisseria Data
1787,#C5D8D9,Neisseria Data
2708,#C5D8D9,Neisseria Data
5869,#C5D8D9,Neisseria Data
154,#C5D8D9,Neisseria Data
1094,#C5D8D9,Neisseria Data
2534,#C5D8D9,Neisseria Data
1882,#C5D8D9,Neisseria Data
205,#C5D8D9,Neisseria Data
2832,#C5D8D9,Neisseria Data
5751,#C5D8D9,Neisseria Data
4649,#C5D8D9,Neisseria Data
1487,#C5D8D9,Neisseria Data
1948,#C5D8D9,Neisseria Data
3436,#C5D8D9,Neisseria Data
2001,#C5D8D9,Neisseria Data
423,#C5D8D9,Neisseria Data
3587,#C5D8D9,Neisseria Data
155,#C5D8D9,Neisseria Data
152,#C5D8D9,Neisseria Data
5151,#C5D8D9,Neisseria Data
1686,#C5D8D9,Neisseria Data
2623,#C5D8D9,Neisseria Data
951,#C5D8D9,Neisseria Data
2216,#C5D8D9,Neisseria Data
2751,#C5D8D9,Neisseria Data
2637,#C5D8D9,Neisseria Data
2246,#C5D8D9,Neisseria Data
788,#C5D8D9,Neisseria Data
2603,#C5D8D9,Neisseria Data
4734,#C5D8D9,Neisseria Data
3784,#C5D8D9,Neisseria Data
2148,#C5D8D9,Neisseria Data
5698,#C5D8D9,Neisseria Data
331,#C5D8D9,Neisseria Data
1165,#C5D8D9,Neisseria Data
4470,#C5D8D9,Neisseria Data
2322,#C5D8D9,Neisseria Data
144,#C5D8D9,Neisseria Data
2137,#C5D8D9,Neisseria Data
1848,#C5D8D9,Neisseria Data
147,#C5D8D9,Neisseria Data
3997,#C5D8D9,Neisseria Data
1870,#C5D8D9,Neisseria Data
3566,#C5D8D9,Neisseria Data
3942,#C5D8D9,Neisseria Data
62,#C5D8D9,Neisseria Data
3461,#C5D8D9,Neisseria Data
972,#C5D8D9,Neisseria Data
153,#C5D8D9,Neisseria Data
3794,#C5D8D9,Neisseria Data
1633,#C5D8D9,Neisseria Data
5918,#C5D8D9,Neisseria Data
1053,#C5D8D9,Neisseria Data
256,#C5D8D9,Neisseria Data
282,#C5D8D9,Neisseria Data
4652,#C5D8D9,Neisseria Data
3718,#C5D8D9,Neisseria Data
2106,#C5D8D9,Neisseria Data
2192,#C5D8D9,Neisseria Data
2194,#C5D8D9,Neisseria Data
1177,#C5D8D9,Neisseria Data
2058,#C5D8D9,Neisseria Data
3970,#C5D8D9,Neisseria Data
1630,#C5D8D9,Neisseria Data
2157,#C5D8D9,Neisseria Data
790,#C5D8D9,Neisseria Data
535,#C5D8D9,Neisseria Data
2726,#C5D8D9,Neisseria Data
5700,#C5D8D9,Neisseria Data
5111,#C5D8D9,Neisseria Data
1622,#C5D8D9,Neisseria Data
3597,#C5D8D9,Neisseria Data
4046,#C5D8D9,Neisseria Data
2887,#C5D8D9,Neisseria Data
2719,#C5D8D9,Neisseria Data
2740,#C5D8D9,Neisseria Data
2727,#C5D8D9,Neisseria Data
2734,#C5D8D9,Neisseria Data
5858,#C5D8D9,Neisseria Data
3274,#C5D8D9,Neisseria Data
1617,#C5D8D9,Neisseria Data
3680,#C5D8D9,Neisseria Data
2345,#C5D8D9,Neisseria Data
4424,#C5D8D9,Neisseria Data
3607,#C5D8D9,Neisseria Data
3529,#C5D8D9,Neisseria Data
2688,#C5D8D9,Neisseria Data
5577,#C5D8D9,Neisseria Data
35,#C5D8D9,Neisseria Data
2742,#C5D8D9,Neisseria Data
2252,#C5D8D9,Neisseria Data
116,#C5D8D9,Neisseria Data
1829,#C5D8D9,Neisseria Data
3499,#C5D8D9,Neisseria Data
5033,#C5D8D9,Neisseria Data
693,#C5D8D9,Neisseria Data
712,#C5D8D9,Neisseria Data
3944,#C5D8D9,Neisseria Data
1849,#C5D8D9,Neisseria Data
2335,#C5D8D9,Neisseria Data
444,#C5D8D9,Neisseria Data
3507,#C5D8D9,Neisseria Data
2817,#C5D8D9,Neisseria Data
2096,#C5D8D9,Neisseria Data
1723,#C5D8D9,Neisseria Data
2087,#C5D8D9,Neisseria Data
2293,#C5D8D9,Neisseria Data
79,#C5D8D9,Neisseria Data
1000,#C5D8D9,Neisseria Data
61,#C5D8D9,Neisseria Data
804,#C5D8D9,Neisseria Data
2099,#C5D8D9,Neisseria Data
2858,#C5D8D9,Neisseria Data
536,#C5D8D9,Neisseria Data
521,#C5D8D9,Neisseria Data
620,#C5D8D9,Neisseria Data
579,#C5D8D9,Neisseria Data
5034,#C5D8D9,Neisseria Data
479,#C5D8D9,Neisseria Data
3490,#C5D8D9,Neisseria Data
37,#C5D8D9,Neisseria Data
351,#C5D8D9,Neisseria Data
274,#C5D8D9,Neisseria Data
602,#C5D8D9,Neisseria Data
2618,#C5D8D9,Neisseria Data
2674,#C5D8D9,Neisseria Data
3567,#C5D8D9,Neisseria Data
2683,#C5D8D9,Neisseria Data
3501,#C5D8D9,Neisseria Data
4302,#C5D8D9,Neisseria Data
1835,#C5D8D9,Neisseria Data
1813,#C5D8D9,Neisseria Data
1070,#C5D8D9,Neisseria Data
2662,#C5D8D9,Neisseria Data
2110,#C5D8D9,Neisseria Data
5727,#C5D8D9,Neisseria Data
5777,#C5D8D9,Neisseria Data
1085,#C5D8D9,Neisseria Data
686,#C5D8D9,Neisseria Data
5244,#C5D8D9,Neisseria Data
5592,#C5D8D9,Neisseria Data
5241,#C5D8D9,Neisseria Data
2696,#C5D8D9,Neisseria Data
4294,#C5D8D9,Neisseria Data
3699,#C5D8D9,Neisseria Data
4286,#C5D8D9,Neisseria Data
5806,#C5D8D9,Neisseria Data
5263,#C5D8D9,Neisseria Data
4175,#C5D8D9,Neisseria Data
1475,#C5D8D9,Neisseria Data
5187,#C5D8D9,Neisseria Data
5708,#C5D8D9,Neisseria Data
5200,#C5D8D9,Neisseria Data
5794,#C5D8D9,Neisseria Data
1566,#C5D8D9,Neisseria Data
4399,#C5D8D9,Neisseria Data
1598,#C5D8D9,Neisseria Data
4193,#C5D8D9,Neisseria Data
5196,#C5D8D9,Neisseria Data
5277,#C5D8D9,Neisseria Data
5786,#C5D8D9,Neisseria Data
4666,#C5D8D9,Neisseria Data
4034,#C5D8D9,Neisseria Data
4268,#C5D8D9,Neisseria Data
3354,#C5D8D9,Neisseria Data
5763,#C5D8D9,Neisseria Data
5765,#C5D8D9,Neisseria Data
560,#C5D8D9,Neisseria Data
5860,#C5D8D9,Neisseria Data
5779,#C5D8D9,Neisseria Data
4001,#C5D8D9,Neisseria Data
4474,#C5D8D9,Neisseria Data
5167,#C5D8D9,Neisseria Data
5174,#C5D8D9,Neisseria Data
5157,#C5D8D9,Neisseria Data
5787,#C5D8D9,Neisseria Data
5162,#C5D8D9,Neisseria Data
5234,#C5D8D9,Neisseria Data
3698,#C5D8D9,Neisseria Data
4429,#C5D8D9,Neisseria Data
5789,#C5D8D9,Neisseria Data
5802,#C5D8D9,Neisseria Data
5804,#C5D8D9,Neisseria Data
5409,#C5D8D9,Neisseria Data
5681,#C5D8D9,Neisseria Data
5160,#C5D8D9,Neisseria Data
5772,#C5D8D9,Neisseria Data
1895,#C5D8D9,Neisseria Data
4339,#C5D8D9,Neisseria Data
5223,#C5D8D9,Neisseria Data
2362,#C5D8D9,Neisseria Data
165,#C5D8D9,Neisseria Data
177,#C5D8D9,Neisseria Data
236,#C5D8D9,Neisseria Data
969,#C5D8D9,Neisseria Data
2861,#C5D8D9,Neisseria Data
1909,#C5D8D9,Neisseria Data
1572,#C5D8D9,Neisseria Data
2860,#C5D8D9,Neisseria Data
929,#C5D8D9,Neisseria Data
1073,#C5D8D9,Neisseria Data
1014,#C5D8D9,Neisseria Data
381,#C5D8D9,Neisseria Data
1589,#C5D8D9,Neisseria Data
235,#C5D8D9,Neisseria Data
3694,#C5D8D9,Neisseria Data
955,#C5D8D9,Neisseria Data
4241,#C5D8D9,Neisseria Data
1240,#C5D8D9,Neisseria Data
1614,#C5D8D9,Neisseria Data
1137,#C5D8D9,Neisseria Data
967,#C5D8D9,Neisseria Data
4246,#C5D8D9,Neisseria Data
2693,#C5D8D9,Neisseria Data
4772,#C5D8D9,Neisseria Data
5082,#C5D8D9,Neisseria Data
5775,#C5D8D9,Neisseria Data
5048,#C5D8D9,Neisseria Data
5177,#C5D8D9,Neisseria Data
5552,#C5D8D9,Neisseria Data
5096,#C5D8D9,Neisseria Data
4003,#C5D8D9,Neisseria Data
1008,#C5D8D9,Neisseria Data
4005,#C5D8D9,Neisseria Data
5054,#C5D8D9,Neisseria Data
5074,#C5D8D9,Neisseria Data
4167,#C5D8D9,Neisseria Data
4314,#C5D8D9,Neisseria Data
1006,#0D2677,New Data
4006,#C5D8D9,Neisseria Data
1009,#C5D8D9,Neisseria Data
4377,#C5D8D9,Neisseria Data
1012,#C5D8D9,Neisseria Data
5099,#C5D8D9,Neisseria Data
5723,#C5D8D9,Neisseria Data
4368,#C5D8D9,Neisseria Data
5335,#C5D8D9,Neisseria Data
1897,#C5D8D9,Neisseria Data
1894,#C5D8D9,Neisseria Data
1920,#C5D8D9,Neisseria Data
4258,#C5D8D9,Neisseria Data
5052,#C5D8D9,Neisseria Data
5091,#C5D8D9,Neisseria Data
1893,#C5D8D9,Neisseria Data
1896,#C5D8D9,Neisseria Data
162,#C5D8D9,Neisseria Data
161,#C5D8D9,Neisseria Data
1369,#C5D8D9,Neisseria Data
98,#C5D8D9,Neisseria Data
5092,#C5D8D9,Neisseria Data
5056,#C5D8D9,Neisseria Data
5055,#C5D8D9,Neisseria Data
5791,#C5D8D9,Neisseria Data
5859,#C5D8D9,Neisseria Data
5050,#C5D8D9,Neisseria Data
5049,#C5D8D9,Neisseria Data
2480,#C5D8D9,Neisseria Data
5678,#C5D8D9,Neisseria Data
1910,#C5D8D9,Neisseria Data
5047,#C5D8D9,Neisseria Data
5051,#C5D8D9,Neisseria Data
5206,#C5D8D9,Neisseria Data
2310,#C5D8D9,Neisseria Data
3357,#C5D8D9,Neisseria Data
4453,#C5D8D9,Neisseria Data
5045,#C5D8D9,Neisseria Data
5180,#C5D8D9,Neisseria Data
5057,#C5D8D9,Neisseria Data
4455,#C5D8D9,Neisseria Data
4266,#C5D8D9,Neisseria Data
4281,#C5D8D9,Neisseria Data
5017,#C5D8D9,Neisseria Data
4380,#C5D8D9,Neisseria Data
4330,#C5D8D9,Neisseria Data
1751,#C5D8D9,Neisseria Data
1740,#C5D8D9,Neisseria Data
1752,#C5D8D9,Neisseria Data
5221,#C5D8D9,Neisseria Data
2519,#C5D8D9,Neisseria Data
2901,#C5D8D9,Neisseria Data
4737,#C5D8D9,Neisseria Data
5233,#C5D8D9,Neisseria Data
4310,#C5D8D9,Neisseria Data
4355,#C5D8D9,Neisseria Data
4322,#C5D8D9,Neisseria Data
4787,#C5D8D9,Neisseria Data
5788,#C5D8D9,Neisseria Data
5774,#C5D8D9,Neisseria Data
5025,#C5D8D9,Neisseria Data
4788,#C5D8D9,Neisseria Data
4033,#C5D8D9,Neisseria Data
5173,#C5D8D9,Neisseria Data
4300,#C5D8D9,Neisseria Data
5176,#C5D8D9,Neisseria Data
4757,#C5D8D9,Neisseria Data
5156,#C5D8D9,Neisseria Data
4789,#C5D8D9,Neisseria Data
5278,#C5D8D9,Neisseria Data
3561,#C5D8D9,Neisseria Data
1140,#C5D8D9,Neisseria Data
575,#C5D8D9,Neisseria Data
5184,#C5D8D9,Neisseria Data
5228,#C5D8D9,Neisseria Data
1708,#C5D8D9,Neisseria Data
5813,#C5D8D9,Neisseria Data
1482,#C5D8D9,Neisseria Data
208,#C5D8D9,Neisseria Data
502,#C5D8D9,Neisseria Data
260,#C5D8D9,Neisseria Data
5624,#C5D8D9,Neisseria Data
4338,#C5D8D9,Neisseria Data
4043,#C5D8D9,Neisseria Data
5809,#C5D8D9,Neisseria Data
4108,#C5D8D9,Neisseria Data
5630,#C5D8D9,Neisseria Data
5695,#C5D8D9,Neisseria Data
4769,#C5D8D9,Neisseria Data
4000,#C5D8D9,Neisseria Data
3697,#C5D8D9,Neisseria Data
1770,#C5D8D9,Neisseria Data
5752,#C5D8D9,Neisseria Data
5540,#C5D8D9,Neisseria Data
5016,#C5D8D9,Neisseria Data
1225,#C5D8D9,Neisseria Data
5748,#C5D8D9,Neisseria Data
5044,#C5D8D9,Neisseria Data
5145,#C5D8D9,Neisseria Data
4157,#C5D8D9,Neisseria Data
4315,#C5D8D9,Neisseria Data
3964,#C5D8D9,Neisseria Data
5671,#C5D8D9,Neisseria Data
3479,#C5D8D9,Neisseria Data
3966,#C5D8D9,Neisseria Data
4004,#C5D8D9,Neisseria Data
5008,#C5D8D9,Neisseria Data
5024,#C5D8D9,Neisseria Data
5100,#C5D8D9,Neisseria Data
5021,#C5D8D9,Neisseria Data
4401,#C5D8D9,Neisseria Data
4515,#C5D8D9,Neisseria Data
4313,#C5D8D9,Neisseria Data
5073,#C5D8D9,Neisseria Data
3353,#C5D8D9,Neisseria Data
5666,#C5D8D9,Neisseria Data
4008,#C5D8D9,Neisseria Data
5783,#C5D8D9,Neisseria Data
685,#C5D8D9,Neisseria Data
5407,#C5D8D9,Neisseria Data
1730,#C5D8D9,Neisseria Data
5037,#C5D8D9,Neisseria Data
4457,#C5D8D9,Neisseria Data
5211,#C5D8D9,Neisseria Data
4104,#C5D8D9,Neisseria Data
763,#C5D8D9,Neisseria Data
684,#C5D8D9,Neisseria Data
